http://purl.org/dc/elements/1.1/description,http://www.georss.org/georss/point,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type_label,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2000/01/rdf-schema#seeAlso_label,http://www.w3.org/2002/07/owl#differentFrom,http://www.w3.org/2002/07/owl#differentFrom_label,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.w3.org/2003/01/geo/wgs84_pos#long,ontology/activeYears,ontology/activeYearsEndDate,ontology/activeYearsEndYear,ontology/activeYearsStartDate,ontology/activeYearsStartYear,ontology/alias,ontology/allegiance,ontology/almaMater,ontology/almaMater_label,ontology/appointer,ontology/appointer_label,ontology/associate,ontology/associate_label,ontology/associatedBand,ontology/associatedBand_label,ontology/associatedMusicalArtist,ontology/associatedMusicalArtist_label,ontology/award,ontology/award_label,ontology/background,ontology/battle,ontology/battle_label,ontology/birthDate,ontology/birthName,ontology/birthPlace,ontology/birthPlace_label,ontology/birthYear,ontology/board,ontology/board_label,ontology/bodyDiscovered,ontology/bodyDiscovered_label,ontology/chancellor,ontology/chancellor_label,ontology/child,ontology/child_label,ontology/citizenship,ontology/citizenship_label,ontology/committee,ontology/country,ontology/country_label,ontology/creator,ontology/creator_label,ontology/deathCause,ontology/deathCause_label,ontology/deathDate,ontology/deathPlace,ontology/deathPlace_label,ontology/deathYear,ontology/deputy,ontology/deputy_label,ontology/education,ontology/education_label,ontology/electionMajority,ontology/employer,ontology/employer_label,ontology/ethnicity,ontology/ethnicity_label,ontology/firstAppearance,ontology/gender,ontology/gender_label,ontology/genre,ontology/genre_label,ontology/governor,ontology/governorGeneral,ontology/governorGeneral_label,ontology/governor_label,ontology/height,ontology/hometown,ontology/hometown_label,ontology/honours,ontology/honours_label,ontology/imdbId,ontology/influenced,ontology/influencedBy,ontology/influencedBy_label,ontology/influenced_label,ontology/instrument,ontology/instrument_label,ontology/knownFor,ontology/knownFor_label,ontology/language,ontology/language_label,ontology/lastAppearance,ontology/lastAppearance_label,ontology/lieutenant,ontology/lieutenant_label,ontology/militaryBranch,ontology/militaryBranch_label,ontology/militaryCommand,ontology/militaryRank,ontology/militaryRank_label,ontology/militaryUnit,ontology/militaryUnit_label,ontology/monarch,ontology/monarch_label,ontology/movement,ontology/movement_label,ontology/nationality,ontology/nationality_label,ontology/networth,ontology/notableWork,ontology/notableWork_label,ontology/occupation,ontology/occupation_label,ontology/office,ontology/opponent,ontology/opponent_label,ontology/orderInOffice,ontology/otherParty,ontology/otherParty_label,ontology/parent,ontology/parent_label,ontology/partner,ontology/partner_label,ontology/party,ontology/party_label,ontology/personFunction,ontology/personFunction_label,ontology/portfolio,ontology/portrayer,ontology/portrayer_label,ontology/predecessor,ontology/predecessor_label,ontology/president,ontology/president_label,ontology/primeMinister,ontology/primeMinister_label,ontology/profession,ontology/profession_label,ontology/pseudonym,ontology/race,ontology/raceHorse,ontology/raceHorse_label,ontology/race_label,ontology/recordLabel,ontology/recordLabel_label,ontology/region,ontology/region_label,ontology/relation,ontology/relation_label,ontology/relative,ontology/relative_label,ontology/religion,ontology/religion_label,ontology/residence,ontology/residence_label,ontology/restingPlace,ontology/restingPlacePosition,ontology/restingPlace_label,ontology/salary,ontology/school,ontology/school_label,ontology/seniority,ontology/series,ontology/series_label,ontology/serviceEndYear,ontology/serviceStartYear,ontology/signature,ontology/soundRecording,ontology/soundRecording_label,ontology/species,ontology/species_label,ontology/spouse,ontology/spouse_label,ontology/stateOfOrigin,ontology/stateOfOrigin_label,ontology/successor,ontology/successor_label,ontology/termPeriod,ontology/termPeriod_label,ontology/timeInSpace,ontology/title,ontology/type,ontology/type_label,ontology/viafId,ontology/vicePresident,ontology/vicePresident_label,ontology/voice,ontology/voice_label,ontology/weight,ontology/wins,title
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Lola Ogunnaike,,,,,,,,,,,,,,http://dbpedia.org/resource/University_of_Virginia | http://dbpedia.org/resource/New_York_University,University of Virginia | New York University,,,,,,,,,,,,,,1975-09-13,,http://dbpedia.org/resource/New_York,New York,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Arise_News,Arise News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Americans,Americans,,,,http://dbpedia.org/resource/Lola_Ogunnaike__1 | http://dbpedia.org/resource/Journalist,Lola_Ogunnaike__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Americans,Americans,,,,,,,,,,,,,,,,Lola_Ogunnaike
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Lorena Bogza,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Order_of_the_Republic_(Moldova),Order of the Republic (Moldova),,,,1971-04-23,,http://dbpedia.org/resource/Neamț_County,Neamț County,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Pro_TV,Pro TV,http://dbpedia.org/resource/Romanians,Romanians,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Journalist,Journalist,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Moldova,Moldova,,,,http://dbpedia.org/resource/Lorena_Bogza__1 | http://dbpedia.org/resource/Journalist,Lorena_Bogza__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Eastern_Orthodox_Church,Eastern Orthodox Church,http://dbpedia.org/resource/Chișinău,Chișinău,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Moldova,Moldova,,,,,,,,,,,,,,,,Lorena_Bogza
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Lorenzo Milá,,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,1960-10-08,Lorenzo Milá Mencos,http://dbpedia.org/resource/Spain | http://dbpedia.org/resource/Esplugues_de_Llobregat,Spain | Esplugues de Llobregat,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Lorenzo_Milá__1 | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Presenter,Lorenzo_Milá__1 | Journalist | Presenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorenzo_Milá
Costa Rican politician,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Lorenzo Montúfar y Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823-03-11,,http://dbpedia.org/resource/Guatemala_City,Guatemala City,1823,,,,,,,,,,,,,,,,,,1898-03-21 | 1898-05-22,http://dbpedia.org/resource/Guatemala_City | http://dbpedia.org/resource/Guatemala,Guatemala City | Guatemala,1898,,,,,,,,,,,,,http://dbpedia.org/resource/History,History,,,,,,,,,,,http://dbpedia.org/resource/Enrique_Gómez_Carrillo | http://dbpedia.org/resource/Antonio_Batres_Jáuregui,,,Enrique Gómez Carrillo | Antonio_Batres_Jáuregui,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Positivism | http://dbpedia.org/resource/Liberalism,Positivism | Liberalism,http://dbpedia.org/resource/Guatemala,Guatemala,,,,http://dbpedia.org/resource/Legislature | http://dbpedia.org/resource/Writer | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Diplomat,Legislature | Writer | Journalist | Diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorenzo_Montúfar_y_Rivera
Songwriter Journalist Musician,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Lori Barth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Lori_Barth__1 | http://dbpedia.org/resource/Guitar | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Songwriter | http://dbpedia.org/resource/Singing | http://dbpedia.org/resource/Record_producer,Lori_Barth__1 | Guitar | Journalist | Songwriter | Singing | Record producer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lori_Barth
American television journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Lori Jane Gliha,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,"http://dbpedia.org/resource/Ohio | http://dbpedia.org/resource/Phoenix,_Arizona",Ohio | Phoenix Arizona,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/University_of_Southern_California,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Lori_Jane_Gliha__1 | http://dbpedia.org/resource/Journalist,Lori_Jane_Gliha__1 | Journalist,,,,,,,,,,,,,http://dbpedia.org/resource/Lori_Jane_Gliha__2,Lori_Jane_Gliha__2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America Tonight correspondent Al Jazeera America,,,,,,,,,,Lori_Jane_Gliha
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Lori Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962-09-16,,http://dbpedia.org/resource/Cleveland,Cleveland,1962,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Ohio_State_University | http://dbpedia.org/resource/Howard_University,Ohio State University | Howard University,,,,http://dbpedia.org/resource/African_Americans,African Americans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Lori_Stokes__1 | http://dbpedia.org/resource/Journalist,Lori_Stokes__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Carl_Stokes | http://dbpedia.org/resource/Louis_Stokes,Carl Stokes | Louis Stokes,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Brian_Thompson_(reporter),Brian Thompson (reporter),,,,,,,,,,,,,,,,,,Lori_Stokes
American mayor,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Politician | http://dbpedia.org/ontology/Mayor | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q82955 | http://www.wikidata.org/entity/Q30185,owl#Thing | person | politician | mayor | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q82955 | Q30185,Lorna Kesterson,,,,,,,,,,,,,,http://dbpedia.org/resource/Utah_State_University,Utah State University,,,,,,,,,,,,,,1925-12-30,,"http://dbpedia.org/resource/St._George,_Utah",St. George Utah,1925,,,,,,,,,,,,,,,,,,2012-01-16,http://dbpedia.org/resource/Nevada | http://dbpedia.org/resource/Las_Vegas_Valley,Nevada | Las Vegas Valley,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayor ofHenderson Nevada,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Editor-in-chief,Journalist | Editor-in-chief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorna_Kesterson
American journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Lothrop Stoddard,,,,,,,,,,,,,,http://dbpedia.org/resource/Boston_University | http://dbpedia.org/resource/Harvard_University,Boston University | Harvard University,,,,,,,,,,,,,,1883-06-29,Theodore Lothrop Stoddard,"http://dbpedia.org/resource/Brookline,_Massachusetts | http://dbpedia.org/resource/United_States",Brookline Massachusetts | United States,1883,,,,,,,,,,,,,,,,,,1950-05-01,"http://dbpedia.org/resource/Washington,_D.C. | http://dbpedia.org/resource/United_States",Washington D.C. | United States,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/United_States,United States,,,,http://dbpedia.org/resource/Lothrop_Stoddard__1 | http://dbpedia.org/resource/Eugenics | http://dbpedia.org/resource/Historian | http://dbpedia.org/resource/Scientist | http://dbpedia.org/resource/Journalist,Lothrop_Stoddard__1 | Eugenics | Historian | Scientist | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/United_States,United States,,,,,,,,,,,,,,,,Lothrop_Stoddard
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Lou Antonelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957-01-06,Louis Sergio Antonelli,"http://dbpedia.org/resource/Medford,_Massachusetts",Medford Massachusetts,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/United_States,United States,,,,http://dbpedia.org/resource/Lou_Antonelli__1 | http://dbpedia.org/resource/Author | http://dbpedia.org/resource/Journalist,Lou_Antonelli__1 | Author | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/United_States,United States,,,,,,,,,,,,,,,,Lou_Antonelli
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/FictionalCharacter | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q95074,owl#Thing | person | fictional character | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q95074,Lou Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/James_L._Brooks | http://dbpedia.org/resource/Allan_Burns,James L. Brooks | Allan Burns,,,,,,,,,,,,,,,,Love Is All Around (MTM Show),,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Lou_Grant_(TV_series) | http://dbpedia.org/resource/KSTP-TV,Lou Grant (TV series) | KSTP-TV,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/City_editor | http://dbpedia.org/resource/News_director,Journalist | City editor | News director,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Ed_Asner,Ed Asner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/List_of_minor_characters_on_The_Mary_Tyler_Moore_Show,List of minor characters on The Mary Tyler Moore Show,,,,,,,,,,,,,,,,,,Lou_Grant
American writer,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Lou Schuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957-01-23,,http://dbpedia.org/resource/Missouri | http://dbpedia.org/resource/St._Louis,Missouri | St. Louis,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Non-fiction,Non-fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/United_States,United States,,,,http://dbpedia.org/resource/Author | http://dbpedia.org/resource/Journalist,Author | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lou_Schuler
Filipino writer,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Louie Jon Agustin Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-10-29,,http://dbpedia.org/resource/Philippines | http://dbpedia.org/resource/Manila,Philippines | Manila,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Philippines,Philippines,,,,http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Poet | http://dbpedia.org/resource/Critic,Journalist | Poet | Critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louie_Jon_Agustin_Sanchez
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/OfficeHolder | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | office holder | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Louis-Marie Stanislas Fréron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754-08-17,Louis-Marie Stanislas Fréron,http://dbpedia.org/resource/Paris | http://dbpedia.org/resource/Kingdom_of_France,Paris | Kingdom of France,,,,,,,,,,,,,,,,,,,1802-07-15,http://dbpedia.org/resource/Haiti | http://dbpedia.org/resource/Saint-Domingue,Haiti | Saint-Domingue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/French_nationality_law,French nationality law,,,,,,Member of the National Convention,,,,,,,,,,http://dbpedia.org/resource/The_Mountain | http://dbpedia.org/resource/Thermidorians,The Mountain | Thermidorians,,,,,,,,,,,,http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Activism,Journalist | Activism,,,,,,,,http://dbpedia.org/resource/Paris,Paris,,,,,http://dbpedia.org/resource/Deism,Deism,,,,,,,,,,,,,,Louis FréronSignature.jpg,,,,,,,,,,,http://dbpedia.org/resource/Louis-Marie_Stanislas_Fréron__1,Louis-Marie_Stanislas_Fréron__1,,,,,,,,,,,,Louis-Marie_Stanislas_Fréron
African-American journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Louis Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/North_Carolina,North Carolina,1898,,,,,,,,,,,,,,,,,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/African_Americans,African Americans,,,,http://dbpedia.org/resource/Louis_Austin__1 | http://dbpedia.org/resource/Journalist,Louis_Austin__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/African_Americans,African Americans,,,,,,,,,,,,,,,,Louis_Austin
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Louis Feuillade,,,,,,,,,1925,,1905,,,,,,,,,,,,,,,,,,1873-02-19,,http://dbpedia.org/resource/Lunel | http://dbpedia.org/resource/France,Lunel | France,1873,,,,,,,,,,,,,,,,,,1925-02-25,http://dbpedia.org/resource/Nice | http://dbpedia.org/resource/France,Nice | France,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Les_Vampires | http://dbpedia.org/resource/Fantômas_(1913_serial),Les Vampires | Fantômas (1913 serial),,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Louis_Feuillade__1 | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Screenwriter | http://dbpedia.org/resource/Film_director | http://dbpedia.org/resource/Poet | http://dbpedia.org/resource/Film_producer,Louis_Feuillade__1 | Journalist | Screenwriter | Film director | Poet | Film producer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louis_Feuillade
